names	edited_features	longest_gene_isoform
AT1G77160	1	1448
AT1G22160	932	905
AT3G05350	487	6946
AT3G49420	527	2101
AT1G67792	53	2874
AT4G35610	1	1012
AT3G52190	729	3394
AT1G75850	644	6178
AT1G28510	321	2494
AT5G15890	1	1761
AT1G78920	4305	6042
AT1G61850	728	6647
AT1G69190	2	2006
AT5G45360	1249	2382
AT2G32430	91	3206
AT4G16340	4411	13444
AT4G09432	9	2280
AT5G09310	759	1656
AT5G53700	91	1645
AT4G29140	425	2318
AT3G28340	31	1738
AT1G67990	2	1412
AT5G42490	5	4474
AT3G47410	1	804
AT2G41260	5	1246
AT5G15640	651	2828
AT5G13580	2	2509
AT2G12462	149	1179
AT2G17240	706	1230
AT5G64610	1410	2509
AT4G05660	4	558
AT4G34880	9	2193
AT3G46658	15	2510
AT5G66595	5	2303
AT4G08250	31	1451
AT4G16566	203	2348
AT1G07390	96	5271
AT5G50680	3008	2370
AT1G53070	1040	1314
AT5G54064	74	1511
AT1G04445	2	1102
AT4G23520	13	2007
AT5G60790	7084	2857
AT2G22500	985	2076
AT4G13730	588	4094
AT5G51720	55	998
AT5G66590	5996	995
AT2G18025	3	426
AT5G38740	2	1362
AT1G32583	9	2480
AT5G26290	2	1947
AT3G26980	414	2328
AT5G18636	1	1261
AT1G04530	1340	2030
AT1G26670	764	2240
AT3G07820	38	1764
AT5G61090	365	3515
AT2G38370	840	2938
AT3G05535	1	378
AT3G05625	152	1992
AT2G42710	1267	2782
AT3G14750	233	2207
AT1G10290	3241	7061
AT2G27400	5	929
AT1G35490	6	1906
AT1G01800	756	1840
AT2G29570	2497	1847
AT1G77270	2033	3617
AT4G31355	10	878
AT3G49550	941	1003
AT2G08735	26	459
AT3G26930	23	1838
AT3G14890	1934	4589
AT5G11500	3191	3173
AT3G58960	3	1661
AT5G04650	2	553
AT1G80030	611	4257
AT3G12981	10	1116
AT1G67660	509	1812
AT1G04390	394	4394
AT5G47610	9	987
AT2G35610	1279	4029
AT1G32200	516	3503
AT3G07090	1565	1830
AT4G01840	300	2060
AT2G46310	535	1556
AT4G22840	156	2312
AT2G19690	110	1707
AT4G30720	684	3695
AT1G25520	413	2477
AT1G01820	1168	2333
AT4G28990	468	2252
AT4G01730	1153	2727
AT1G64760	862	2440
AT1G48100	210	3213
AT5G03530	475	2178
AT5G04070	312	2375
AT4G30150	1589	7750
AT5G65270	1046	1616
AT1G77405	46	1395
AT4G13370	1076	2573
AT3G04975	3	575
AT2G04205	6	1055
AT4G15000	18168	865
AT3G13210	39	2946
AT4G30510	132	2548
AT1G68710	1494	5854
AT1G34300	542	2812
AT5G42445	15	615
AT2G33585	91	997
AT4G23720	7	1229
AT4G38070	77	1274
AT4G00467	171	1308
AT3G08045	6	290
AT2G17660	3	567
AT5G41090	381	1018
AT3G51360	1	2531
AT4G16260	1	1671
AT3G14120	1615	7967
AT1G61250	1951	3162
AT1G80520	56	1162
AT4G03060	32	2408
AT5G20360	481	3761
AT3G54860	874	5942
AT1G18560	311	2994
AT4G08390	2498	3092
AT4G01600	38	1528
AT3G59530	213	2055
AT5G04350	144	440
AT5G62560	398	2161
AT4G03645	5	578
AT3G50760	15	1565
AT5G51174	4	115
AT1G10320	718	4258
AT5G17570	148	2181
AT1G45070	1	2759
AT4G28280	2	2015
AT1G08980	376	2270
AT1G14590	358	1943
AT5G02245	6	96
AT5G60110	3	983
AT1G52020	1	5771
AT1G58100	1048	1857
AT5G38480	6556	1917
AT2G33400	730	1872
AT5G65590	31	1487
AT4G27585	1115	3262
AT4G15950	868	1446
AT1G35120	1	328
AT3G57290	5317	2802
AT5G09535	3	452
AT1G23780	1413	1867
AT5G04630	84	1715
AT3G14800	982	3114
AT1G32920	658	1236
AT1G17400	10	2010
AT1G76960	20	659
AT2G32760	523	3230
AT1G26660	362	2405
AT4G01210	1118	5204
AT5G38690	816	4549
AT4G14140	132	6133
AT5G09580	120	2137
AT4G11130	1190	4183
AT1G58280	129	2280
AT1G43850	2091	5061
AT1G73810	1	2955
AT1G05790	486	4771
AT4G25180	672	2489
AT3G27530	2167	6569
AT3G47342	44	77
AT2G21070	473	2799
AT2G33370	5440	1638
AT3G29156	1	4724
AT2G19540	2715	2786
AT1G76450	243	1693
AT5G66320	2289	2139
AT1G27700	198	2043
AT4G14145	318	1430
AT1G31730	2458	4776
AT3G08500	22	1832
AT5G26670	379	3108
AT4G21410	169	3524
AT5G07590	748	3564
AT1G79620	101	4930
AT1G08760	1353	3579
AT1G33930	5	3837
AT2G28620	1876	5835
AT5G58100	2260	7737
AT2G01490	958	2796
AT3G49960	4	1708
AT2G35738	22	3322
AT3G61830	1837	3566
AT4G39925	104	643
AT1G74030	1366	2973
AT1G48020	7	757
AT1G71880	185	2434
AT1G45170	389	2061
AT2G25610	784	1706
AT4G03965	31	1052
AT4G21170	212	1757
AT3G44753	18	2754
AT3G57140	306	3394
AT5G05130	347	3084
AT5G44040	1141	1947
AT5G43140	211	2057
AT5G59100	6	3256
AT5G39350	391	2087
AT1G65580	1718	6823
AT2G04350	2019	3674
AT3G16750	120	1587
AT2G30505	210	1904
AT3G47650	529	1183
AT1G16560	876	2324
AT2G15650	220	4072
AT1G75580	1501	933
AT3G16490	417	1917
AT4G07995	2	1126
AT3G58000	93	880
AT3G61010	660	3983
AT1G59800	8	1208
AT3G02110	842	3137
AT1G33050	1024	3716
AT4G38710	2046	2438
AT5G51790	2	2085
AT1G27950	10523	1651
AT4G14815	1	909
AT5G43190	502	1743
AT3G54510	2	3502
AT3G49400	324	5530
AT2G28490	4	2415
AT5G58990	690	1427
AT3G62360	5607	7960
AT4G34020	329	2737
AT3G44340	3265	8779
AT2G24990	870	3435
AT5G15750	1005	1855
AT2G07688	23	392
AT3G28380	2	4502
AT4G26580	27	1996
AT5G20700	2741	1835
AT1G04650	340	4396
AT4G26220	25	1797
AT5G49060	469	2263
AT4G01850	4488	2395
AT1G49630	929	7904
AT5G58730	415	2181
AT1G10060	73	3219
AT1G77440	1858	2430
AT2G22340	1	1248
AT1G71440	945	3371
AT5G49040	1	575
AT1G54990	2621	2162
AT2G04860	134	2139
AT2G15760	21	1394
AT3G17320	43	1229
AT5G01740	39	858
AT1G36340	1139	1403
AT1G75500	1354	2549
AT5G54630	1106	2192
AT4G17390	11807	1556
AT3G22238	1	573
AT2G46090	388	2473
AT3G05390	269	2236
AT5G40840	384	4547
AT2G23620	7	2105
AT4G00380	2314	3511
AT2G44420	395	2489
AT4G30590	801	978
AT4G39890	23	1784
AT4G03410	144	2531
AT3G60640	386	1797
AT1G72700	1220	6012
AT5G07130	63	2948
AT4G23860	2161	2671
AT5G57735	193	495
AT4G27130	3016	2002
AT1G52810	3	1110
AT3G32930	1306	1610
AT4G09920	267	1772
AT1G64110	2	5101
AT3G50310	8	1446
AT5G07110	25	928
AT1G05340	156	1139
AT4G10610	2670	2620
AT1G49220	11	767
AT3G19210	368	6268
AT5G10550	4710	1918
AT2G02147	2	560
AT5G44572	7	2250
AT5G53950	652	2150
AT1G32340	555	3112
AT4G38050	185	3335
AT5G20150	575	1373
AT3G50625	7	4499
AT4G25780	167	1218
AT4G38300	101	935
AT3G49140	701	3880
AT5G53200	167	1629
AT4G39370	438	2765
AT5G57130	1740	4668
AT5G37475	1394	2718
AT1G14180	839	2251
AT5G50100	88	1643
AT5G14660	258	2105
AT1G58025	1197	4576
AT1G23420	1382	2194
AT4G28170	4	1202
AT1G21528	1	462
AT5G54470	13	1235
AT2G30490	2299	2387
AT3G43860	12	3035
AT1G01980	18	1932
AT3G17510	421	4077
AT2G05050	5	1049
AT3G63210	1139	1966
AT3G30350	1	1619
AT4G23420	59	3172
AT1G06090	5	2992
AT2G07623	8	940
AT1G07710	61	2186
AT4G21140	430	1133
AT5G16520	346	2911
AT5G18870	8	1903
AT4G00330	30	3136
AT5G48330	444	1933
AT1G69880	1	1604
AT4G22212	4	910
AT5G01460	2013	4007
AT1G01250	47	890
AT1G52930	1981	2129
AT1G65060	201	4433
AT2G04540	232	3326
AT3G48231	185	640
AT5G05560	1409	14732
AT5G20935	22	561
AT1G79110	268	1759
AT1G76310	1136	3095
AT3G15357	83	707
AT3G56340	8325	1471
AT3G54450	1	3565
AT1G44110	1037	2587
AT3G61490	3299	2709
AT5G10572	4	132
AT5G54680	2410	2340
AT1G15260	155	813
AT1G05083	9	697
AT3G06760	637	1828
AT5G24740	1546	20156
AT2G47510	3515	4259
AT1G54575	101	901
AT5G37260	417	1744
AT4G27370	383	6414
AT1G10610	107	2820
AT3G47750	10	4706
AT3G23660	1096	4491
AT2G31650	858	7159
AT1G56553	33	487
AT5G14310	432	2470
AT5G24600	32	1967
AT4G34040	1839	4586
AT2G40850	60	2669
AT1G13970	108	3195
AT3G24070	622	1709
AT1G11330	288	4014
AT2G15190	1	4650
AT4G23640	1056	4452
AT5G14530	440	2426
AT3G03450	2488	2315
AT1G71910	130	1177
AT3G63400	1715	3635
AT4G35410	364	1663
AT3G47700	379	3106
AT3G59845	130	1696
AT5G54850	170	2192
AT1G25380	785	3050
AT1G34403	17	281
AT3G23690	1036	2749
AT2G47760	797	3474
AT4G29760	245	1751
AT4G32860	29	966
AT1G01560	4	2329
AT1G03000	903	4865
AT1G30210	1295	3445
AT2G44920	238	2516
AT1G79980	1	73
AT1G05577	1	2046
AT1G45150	833	5206
AT4G13700	2	1847
AT4G01580	327	1216
AT4G19970	635	2576
AT3G26470	4	1710
AT4G33320	254	878
AT5G18930	216	1647
AT1G17070	1029	2742
AT4G38570	411	2305
AT3G14620	10	2387
AT5G64687	13	3320
AT1G34460	507	7269
AT1G65500	4	983
AT3G56850	1108	2380
AT1G51040	16	2661
AT2G27080	60	3571
AT1G33790	54	4164
AT5G27380	2730	3103
AT5G13420	2822	2523
AT4G11402	1	399
AT5G22608	183	1491
AT3G54130	143	1939
AT3G09740	2632	2308
AT2G01175	7	1407
AT4G32430	129	2720
AT5G62670	3938	6001
AT5G50310	1514	5021
AT5G20070	1233	2660
AT5G11360	560	1165
AT3G02015	1	252
AT1G36770	3	4105
AT5G18460	1035	4017
AT1G67600	217	1512
AT2G41105	2	826
AT5G44080	1436	2075
AT4G15470	4950	2291
AT4G22745	1176	1594
AT2G22055	11	649
AT4G32160	861	4854
AT1G04567	12	395
AT1G34065	327	2608
AT2G39800	870	5155
AT3G53670	1952	2079
AT5G66490	4	566
AT1G22500	23	1424
AT4G19990	585	3486
AT1G22830	138	3141
AT2G19572	3	1571
AT2G46720	783	3112
AT2G22795	3035	2813
AT5G19060	158	2168
AT4G19830	92	1752
AT3G06320	738	869
AT5G36460	3722	356
AT4G38010	184	2069
AT4G08910	91	1187
AT3G45930	3828	693
AT2G24020	591	1767
AT3G53370	628	1055
AT5G61230	1878	1781
AT2G23760	40	5620
AT5G20680	426	4043
AT3G27895	1	273
AT3G07420	422	3062
AT5G64800	3	757
AT5G07370	439	2000
AT4G16710	377	1473
AT2G22640	387	1338
AT3G16060	2018	4290
AT2G37650	213	2690
AT2G27830	167	1307
AT3G19810	270	1968
AT3G46340	3	5239
AT1G10990	9	948
AT4G16140	343	1120
AT2G47770	2	1043
AT3G28430	818	5793
AT3G56030	146	1359
AT4G27350	112	2187
AT1G65290	5816	1709
AT4G13460	1778	3103
AT2G17410	3309	4836
AT1G23935	1999	7816
AT1G26310	5	3650
AT1G20580	2380	1932
AT5G05653	65	1197
AT3G61140	2671	3974
AT1G15010	8	775
AT2G14680	547	6138
AT4G02314	12	2390
AT4G20060	208	5037
AT3G09985	1	302
AT5G12230	826	3045
AT1G73610	137	1747
AT5G17910	822	5690
AT5G36510	2094	356
AT1G19990	933	1710
AT5G03575	1	573
AT5G54145	54	997
AT2G21420	1	2033
AT1G27695	70	1180
AT4G21370	639	3633
AT5G52920	4851	3413
AT3G56860	2820	3593
AT2G18280	185	2470
AT2G29320	54	1674
AT4G05530	1820	2201
AT4G06195	4	397
AT1G76020	161	1649
AT5G48640	406	2344
AT1G14810	1089	2426
AT4G23990	51	4411
AT2G47940	1269	4315
AT4G35780	563	4251
AT1G07920	76648	2550
AT3G46840	108	3102
AT3G55390	376	1273
AT1G07870	599	3284
AT5G19400	3209	5155
AT5G66070	75	1630
AT4G39361	46	119
AT3G25805	135	2039
AT1G63730	157	3362
AT2G34200	173	1572
AT3G04740	1791	6994
AT2G41445	4	2137
AT3G27890	351	1438
AT5G07250	325	1779
AT3G27220	197	2692
AT5G16940	50	843
AT5G58110	1767	1601
AT1G47380	894	3720
AT4G04145	2	4226
AT1G20760	2338	5695
AT3G49640	323	2700
AT5G45350	1337	2270
AT1G21600	996	3001
AT5G25940	368	1133
AT3G49350	531	3199
AT5G28290	980	4209
AT5G65950	2804	5212
AT1G32690	42	952
AT2G26695	17	1034
AT5G25480	343	2397
AT1G30810	323	5203
AT5G58120	133	3811
AT1G29810	310	2184
AT2G01600	1994	3962
AT5G39680	72	2448
AT1G04817	1	437
AT3G06755	6	233
AT2G01240	545	841
AT2G03933	75	512
AT4G36808	4	1649
AT1G36720	2	4403
AT5G45530	26	3115
AT1G42960	2474	1555
AT5G54200	1404	4172
AT3G56020	2269	661
AT5G48230	2879	3389
AT3G20440	623	7268
AT1G06850	230	1701
AT5G44240	1346	6804
AT5G03668	7	1866
AT1G61140	1289	6269
AT5G60150	1100	5550
AT1G26820	44	1416
AT1G47271	11	1723
AT2G25970	4799	4083
AT5G26090	61	4512
AT1G18060	185	1759
AT5G40740	1425	4633
AT4G02440	919	1403
AT1G27500	277	2971
AT5G11060	589	3908
AT1G74720	2511	3904
AT2G01023	12	119
AT5G25920	3	2388
AT3G19910	930	3378
AT5G11780	462	2372
AT1G48460	792	2563
AT5G15140	13	2269
AT2G43470	9	1790
AT3G23940	2285	3936
AT5G30510	2961	2298
AT2G35150	82	1164
AT5G62220	428	2117
AT4G39790	184	2792
AT5G18860	1345	5457
AT1G69750	785	3471
AT3G12587	430	1331
AT1G14280	35	1801
AT3G29360	3558	2349
AT1G73890	24	755
AT1G54510	923	4305
AT2G39080	731	2824
AT4G15975	46	1370
AT5G64760	938	2806
AT2G31585	215	727
AT3G18215	721	2309
AT3G26060	1315	1911
AT3G57240	8	1502
AT5G03485	34	241
AT5G50240	40	1341
AT4G36240	81	1356
AT3G16770	946	1543
AT5G50915	86	2361
AT3G61940	1	1407
AT5G54250	63	5025
AT5G65340	1	1196
AT3G60790	1	2325
AT2G28510	503	1705
AT1G79410	13	1930
AT1G08267	1	241
AT3G48240	73	1329
AT5G48980	18	1344
AT4G03960	423	1793
AT5G67480	242	2747
AT3G43720	1922	1923
AT2G30220	38	1433
AT4G03755	8	838
AT1G09780	4371	2554
AT1G53542	22	185
AT4G38213	4	788
AT1G13230	789	2085
AT5G24920	2	762
AT4G30660	261	792
AT3G57980	336	2503
AT5G15680	2671	10189
AT3G48870	5601	4576
AT2G02430	42	1262
AT5G39210	25	1194
AT4G37200	278	1743
AT5G02860	728	3575
AT3G03810	374	4766
AT4G11911	1	1475
AT4G27270	186	2170
AT4G31408	63	1300
AT2G38140	1065	764
AT5G06150	2919	2424
AT4G22970	689	10289
AT2G28270	13	996
AT2G33500	963	2364
AT2G13665	3	940
AT5G49230	441	1809
AT4G24630	671	2766
AT4G37170	120	2244
AT1G59077	1	2379
AT1G55535	334	2463
AT1G23200	16	2528
AT2G35742	6	79
AT2G03200	7	1658
AT1G07175	43	1088
AT3G63310	732	1320
AT4G21150	6407	5456
AT3G20690	2	1112
AT4G02820	1076	2164
AT5G48840	633	1854
AT1G52500	1083	3233
AT3G57510	23	2603
AT2G22870	352	2292
AT5G27870	7	3159
AT1G45474	188	1556
AT3G63088	1	384
AT2G28890	625	2848
AT1G55660	25	1683
AT3G29330	154	1390
AT1G61475	1	1001
AT2G24360	3011	2451
AT5G10150	1581	2172
AT4G32180	1910	6395
AT1G68590	843	1007
AT4G22310	1157	1816
AT4G33460	326	2370
AT1G26780	16	1761
AT5G08720	401	4122
AT3G02030	195	3939
AT3G57785	157	643
AT3G02300	910	3151
AT5G39340	429	2160
AT3G61520	1851	2561
AT4G18360	35	2867
AT5G07760	1	5782
AT3G42860	239	2085
AT5G18610	971	3426
AT2G43700	98	3814
AT2G21840	19	3334
AT5G55830	292	2226
AT2G36420	1125	2986
AT5G65480	746	1896
AT3G11415	5	1001
AT5G04120	1	1876
AT4G24220	1169	1810
AT1G74170	300	4942
AT3G55254	61	623
AT3G60960	603	3008
AT4G13240	2	2672
AT2G40180	14	1781
AT5G47320	1501	2233
AT3G63240	158	3720
AT1G16860	1527	3302
AT3G61240	4167	3610
AT4G29080	1438	2065
AT1G56210	1875	1695
AT3G49645	201	1985
AT1G57610	1001	1907
AT5G63730	1	1606
AT3G19184	56	1931
AT3G55110	874	2834
AT1G34000	149	1056
AT5G44570	7	2080
AT5G20260	75	2828
AT5G34838	2	1274
AT5G46500	1	2597
AT1G73740	260	2339
AT5G55560	125	1663
AT4G01680	128	1633
AT1G75880	65	2135
AT4G15520	488	1902
AT5G62280	29	1405
AT1G77380	173	2511
AT3G61440	1903	2463
AT4G11211	133	482
AT3G22090	25	651
AT1G05150	2571	2960
AT4G16060	564	1951
AT5G08460	1	2235
AT3G17980	1	1752
AT1G03060	2766	15100
AT5G23460	186	965
AT1G12620	404	2626
AT4G21870	20	1156
AT5G42970	1286	3663
AT2G22670	13844	2415
AT5G45490	547	3273
AT4G24880	414	3403
AT1G73320	172	1828
AT3G24830	16698	1655
AT5G32072	11	488
AT5G15022	13	702
AT5G15240	10	2868
AT5G67290	367	1913
AT2G15695	515	2658
AT1G80930	4235	4429
AT5G10480	2828	2361
AT3G51880	1826	2264
AT4G02250	11	553
AT4G02630	382	1798
AT5G04510	1510	3064
AT4G31340	4085	4167
AT3G29034	18	871
AT1G18900	835	3713
AT5G57140	47	1797
AT3G06580	1309	3247
AT5G13820	504	3897
AT2G26160	6	1473
AT1G53410	5	71
AT1G64480	1	2567
AT5G41520	9112	1671
AT1G67775	1	384
AT4G31310	429	1376
AT5G45050	615	5059
AT2G22400	3160	4236
AT1G59810	9	948
AT5G52160	1	719
AT3G49170	425	2783
AT3G17670	160	1399
AT4G01690	849	2570
AT5G65740	378	2076
AT1G56345	153	1525
AT4G30780	746	2799
AT1G05055	629	2270
AT1G06310	135	3745
AT4G17030	3	1728
AT3G44670	1384	4916
AT4G03110	343	3441
AT3G53640	62	1928
AT4G08290	49	2339
AT3G62200	755	3023
AT4G22050	5559	1829
AT5G16190	233	3395
AT3G24490	1569	1801
AT1G76955	6	973
AT2G27700	1	2053
AT2G28810	148	1921
AT1G80660	20	4232
AT5G36530	1581	356
AT3G05970	1368	5608
AT2G05315	7	68
AT5G65575	77	1238
AT2G24762	126	1066
AT5G47530	41	1687
AT3G48820	712	3212
AT1G14000	1062	2925
AT4G38740	9562	1235
AT1G62840	2	1162
AT5G39410	1358	2558
AT2G23190	3	1949
AT5G11410	1	1774
AT3G56810	213	2363
AT1G52980	2904	2943
AT1G19300	532	1682
AT1G27190	2535	2449
AT5G15500	4	1892
AT2G01940	184	2905
AT3G48770	287	8962
AT1G73210	878	3200
AT3G43590	797	3047
AT1G54360	940	2726
AT3G59150	401	1591
AT5G06540	172	1972
AT3G19540	2556	2603
AT5G49930	1181	4859
AT4G31440	193	1139
AT1G78260	10	3654
AT4G09466	593	535
AT4G28330	209	1025
AT2G19802	12	441
AT1G36370	2646	2697
AT1G16460	1516	3092
AT4G01800	1308	5513
AT1G65730	673	3903
AT2G14910	937	2778
AT3G07730	145	1939
AT1G67370	35	4720
AT1G03160	511	4933
AT5G42740	1842	5512
AT5G62270	1896	2855
AT3G07640	912	1923
AT1G80860	1088	1456
AT3G21270	1182	1359
AT1G17630	126	2669
AT3G06050	1057	1907
AT1G52310	1887	3088
AT3G42050	4499	4946
AT5G10160	885	1578
AT5G16505	1734	2377
AT3G55290	621	1401
AT4G25631	3	72
AT4G36100	158	1096
AT5G18290	1123	3298
AT4G14880	2548	2636
AT5G40480	4710	11141
AT5G52990	283	1466
AT5G25756	9	1662
AT2G37770	3	2215
AT3G16400	384	2462
AT5G59970	6531	898
AT3G25690	526	5509
AT3G56440	93	2992
AT3G59980	336	1397
AT3G44510	34	3216
AT1G11990	2	3059
AT2G03020	9	1519
AT3G15940	1307	3543
AT4G18730	7890	1269
AT5G06770	116	2298
AT4G14660	374	1644
AT1G58807	2621	4505
AT4G08870	665	2473
AT3G01235	22	210
AT2G40745	2	743
AT4G24800	3934	3435
AT3G24120	651	2728
AT2G35860	306	2359
AT3G27660	7	1779
AT3G09140	1	1942
AT3G04230	839	988
AT1G18660	732	5024
AT2G02840	4	1305
AT1G70505	83	2550
AT1G31870	1125	3556
AT4G10240	15	1121
AT4G06225	8	474
AT2G23672	4	1013
AT5G53100	2	2073
AT5G62180	240	1357
AT4G23015	1	275
AT3G21390	236	3247
AT5G43690	11	1373
AT1G06100	136	1547
AT3G24440	1724	2697
AT4G34890	1395	6618
AT3G05890	174	1367
AT3G07890	1249	3259
AT4G20870	979	2431
AT4G32440	611	3538
AT5G16910	1842	5053
AT5G54750	1335	2243
AT3G57950	2	876
AT3G52580	5495	1820
AT1G60610	299	2514
AT1G53050	2288	3869
AT2G23010	17	3919
AT1G24793	1063	2009
AT5G08640	708	1669
AT3G51400	67	1105
AT1G06537	1	246
AT2G43960	7	1600
AT4G20770	92	2324
AT1G43310	164	559
AT1G60525	77	2006
AT2G38500	38	1792
AT3G14720	1138	3441
AT1G27050	307	1063
AT1G67890	556	5800
AT3G19170	2362	6787
AT5G65160	47	2846
AT4G37608	77	1680
AT4G00390	121	1358
AT2G34010	393	1902
AT1G45050	296	2058
AT2G04066	7	630
AT3G59160	2	1667
AT4G16840	61	814
AT1G76410	23	988
AT4G23810	98	1612
AT3G02550	1992	1626
AT3G27120	246	4058
AT3G44280	256	2682
AT2G38780	218	4690
AT3G60740	1767	6276
AT3G20640	85	3164
AT5G27560	317	2961
AT5G59845	17	796
AT2G28625	1	746
AT1G28685	2	1720
AT3G58975	78	1935
AT5G43950	150	2168
AT3G46890	8	787
AT5G07820	10	2703
AT4G10690	507	4556
AT2G39795	889	1324
AT3G55770	2978	2170
AT5G65860	658	1451
AT4G36870	81	5096
AT3G12210	835	1814
AT4G11180	1	714
AT5G43516	152	369
AT3G51480	382	4168
AT4G21700	285	2922
AT3G28210	12	1294
AT3G13470	2698	3800
AT5G19230	9	1401
AT5G02910	304	2195
AT3G46250	36	2226
AT5G17640	485	2381
AT2G20100	215	4215
AT4G15396	4	3029
AT1G40087	13	2253
AT1G61980	534	2860
AT3G60930	140	2844
AT3G07320	3767	2181
AT4G18380	574	1941
AT4G36990	250	1974
AT1G78320	13	982
AT5G51830	1039	2629
AT5G06295	2	394
AT2G19650	111	2423
AT5G44230	316	2545
AT1G70850	263	1917
AT3G18260	68	1471
AT5G12940	79	1457
AT5G42460	110	1422
AT3G48050	4411	6355
AT3G20080	309	5822
AT3G52360	142	1039
AT1G77800	3097	7250
AT3G12500	3	1848
AT1G79220	279	1720
AT1G03600	1065	1314
AT5G21940	2581	1756
AT4G16144	516	3983
AT3G53180	798	4640
AT5G65670	7897	3136
AT1G06017	2	296
AT5G24165	697	1304
AT5G23535	1325	2089
AT1G22790	556	2216
AT5G16140	147	1803
AT1G31430	95	1825
AT3G18270	772	2628
AT5G43080	387	2072
AT4G12890	10085	1350
AT5G60180	4	1260
AT2G08575	6	732
AT3G58830	327	1859
AT2G36400	1141	3027
AT1G72150	1433	2733
AT5G51480	1206	3343
AT5G61640	90	1410
AT1G04100	69	1739
AT2G24285	9	622
AT5G02515	1	1062
AT1G28370	7	1186
AT3G14420	746	2787
AT3G52670	71	1708
AT3G50960	353	1731
AT4G25430	1	1943
AT1G64563	75	3250
AT1G21160	823	5364
AT4G13955	82	755
AT4G26130	3025	1558
AT2G33980	130	10137
AT1G68750	1	5431
AT5G44150	222	1797
AT1G62580	14	3645
AT3G56270	342	2107
AT4G04692	383	941
AT2G02810	919	1994
AT1G63470	2432	2776
AT5G45410	1218	2039
AT5G59860	9	987
AT1G15390	454	1302
AT3G27090	2690	2315
AT2G26390	1	1773
AT4G37022	12	531
AT4G26790	63	1914
AT3G48990	744	2921
AT5G54870	1147	2755
AT1G21870	53	1635
AT4G12880	1602	1131
AT2G28760	186	3152
AT1G54010	85	2275
AT3G15200	65	1571
AT3G17290	13	1664
AT5G37380	809	2601
AT3G53450	48	2689
AT3G20520	21648	3098
AT3G19020	457	3413
AT3G04940	680	2754
AT1G35180	716	1728
AT1G26640	1284	2519
AT3G52890	1996	4320
AT5G54300	48	1474
AT1G65875	108	2542
AT1G07653	12	297
AT5G38096	36	1163
AT5G03165	20	385
AT4G18600	859	7912
AT2G26640	422	2139
AT4G27530	2	624
AT2G32380	340	1244
AT4G27230	3745	1199
AT5G07665	1	205
AT1G64260	227	2737
AT2G32800	17	2739
AT5G57887	19	528
AT1G12013	2	129
AT1G15100	448	930
AT5G18800	1342	1664
AT4G20380	617	2465
AT4G35000	3020	2997
AT1G62766	64	2228
AT3G23430	474	6069
AT3G11180	1	3196
AT1G16820	26	1818
AT3G14230	2465	2178
AT1G12390	738	1759
AT3G07080	444	2122
AT2G17500	39	2533
AT3G56408	30	5843
AT2G29080	4055	3702
AT5G34871	2	1528
AT2G05850	1	2306
AT5G20090	1554	1846
AT3G20040	265	3415
AT4G19003	322	2363
AT3G20920	1715	2175
AT4G22360	2389	2860
AT4G02350	2046	2950
AT5G45500	608	3066
AT4G16915	2	1973
AT3G60630	1301	2423
AT2G21220	3	826
AT3G05700	383	2780
AT1G26130	716	6083
AT4G39000	2204	2251
AT2G13260	2	2437
AT4G00690	91	2480
AT1G53060	39	1107
AT5G28640	2240	2595
AT5G08470	781	7154
AT3G03330	766	2877
AT2G33855	143	896
AT1G04367	4	670
AT5G35180	2758	8750
AT3G16360	1	1592
AT1G80510	504	2042
AT5G36658	1855	356
AT5G06980	21	2317
AT2G16595	37	2258
AT5G11740	11552	1033
AT3G55440	8330	3157
AT5G52270	14	1173
AT4G09575	6	498
AT5G44010	108	2930
AT5G28440	11	646
AT4G31330	6	1274
AT1G28110	862	3258
AT5G10710	450	3951
AT1G32600	65	881
AT3G08640	1781	1459
AT1G29030	834	4965
AT3G55160	1474	8124
AT2G12475	309	516
AT3G47810	1138	2594
AT1G02270	558	3178
AT4G36520	1726	4991
AT3G19580	275	1393
AT3G21570	1	1138
AT3G57880	3290	3710
AT5G22400	660	2904
AT1G61700	3	1368
AT4G36400	405	3733
AT5G59770	584	1919
AT4G17245	19	660
AT1G80750	2135	1894
AT5G60900	6	3401
AT2G26290	3	2453
AT3G53400	659	2029
AT1G48970	509	4119
AT5G03360	2	3107
AT2G23470	137	2527
AT4G08570	25	1520
AT3G11970	4	4500
AT1G15690	15808	3743
AT4G15735	3	542
AT5G40020	1	1737
AT4G27700	241	1554
AT5G17930	1342	4487
AT3G60610	154	1811
AT5G37180	31	4998
AT4G28790	18	2784
AT2G37280	5	6488
AT3G62410	64	636
AT5G41650	79	947
AT2G34555	2	1869
AT1G77410	97	4607
AT1G66910	20	2312
AT1G14345	230	1009
AT4G28000	6	4189
AT4G16750	70	1206
AT1G49190	3	2515
AT3G26934	4	1746
AT5G28715	5	4829
AT3G30247	233	550
AT3G63170	329	1507
AT4G27652	26	683
AT5G08310	257	3409
AT1G05213	9	2456
AT2G35490	1177	1796
AT2G27970	2398	1274
AT5G40210	36	2687
AT3G02830	1073	2373
AT3G12930	499	1622
AT2G40420	357	2070
AT1G70790	226	3106
AT5G55380	24	1329
AT5G52560	1009	4203
AT2G41380	9	1375
AT3G61580	3932	1950
AT3G56930	437	2985
AT4G01770	1	2403
AT4G21640	3094	3784
AT2G34660	889	10095
AT5G17500	1	2545
AT1G55530	1492	2231
